"subaward_primary_place_of_performance_state_name","n","long","lat","group","order","subregion"
"minnesota",373,-92.12588501,46.76481628,25,7315,NA
"minnesota",373,-92.16026306,46.74189758,25,7316,NA
"minnesota",373,-92.20037079,46.71324921,25,7317,NA
"minnesota",373,-92.22328186,46.6674118,25,7318,NA
"minnesota",373,-92.27484894,46.66168213,25,7319,NA
"minnesota",373,-92.30349731,46.65595245,25,7320,NA
"minnesota",373,-92.29204559,46.42103958,25,7321,NA
"minnesota",373,-92.29204559,46.15174866,25,7322,NA
"minnesota",373,-92.30349731,46.0715332,25,7323,NA
"minnesota",373,-92.33215332,46.05434799,25,7324,NA
"minnesota",373,-92.36079407,46.02569962,25,7325,NA
"minnesota",373,-92.43527985,46.02569962,25,7326,NA
"minnesota",373,-92.46392822,45.99132156,25,7327,NA
"minnesota",373,-92.538414,45.97986221,25,7328,NA
"minnesota",373,-92.57852173,45.95121384,25,7329,NA
"minnesota",373,-92.68737793,45.91110611,25,7330,NA
"minnesota",373,-92.73321533,45.8939209,25,7331,NA
"minnesota",373,-92.75613403,45.86526871,25,7332,NA
"minnesota",373,-92.77905273,45.84235382,25,7333,NA
"minnesota",373,-92.78479004,45.78505707,25,7334,NA
"minnesota",373,-92.80770111,45.75640869,25,7335,NA
"minnesota",373,-92.84780884,45.73348999,25,7336,NA
"minnesota",373,-92.88791656,45.70484161,25,7337,NA
"minnesota",373,-92.90510559,45.64181519,25,7338,NA
"minnesota",373,-92.92229462,45.61889648,25,7339,NA
"minnesota",373,-92.91083527,45.58452225,25,7340,NA
"minnesota",373,-92.77905273,45.56733322,25,7341,NA
"minnesota",373,-92.73895264,45.52149582,25,7342,NA
"minnesota",373,-92.68164825,45.45846939,25,7343,NA
"minnesota",373,-92.67019653,45.42982483,25,7344,NA
"minnesota",373,-92.68737793,45.40690613,25,7345,NA
"minnesota",373,-92.72748566,45.37252808,25,7346,NA
"minnesota",373,-92.75041199,45.33242035,25,7347,NA
"minnesota",373,-92.76186371,45.2980423,25,7348,NA
"minnesota",373,-92.78479004,45.28658676,25,7349,NA
"minnesota",373,-92.76759338,45.21783066,25,7350,NA
"minnesota",373,-92.79051971,45.20064163,25,7351,NA
"minnesota",373,-92.77905273,45.13188553,25,7352,NA
"minnesota",373,-92.80197144,45.07458878,25,7353,NA
"minnesota",373,-92.79051971,45.0459404,25,7354,NA
"minnesota",373,-92.76186371,44.95426941,25,7355,NA
"minnesota",373,-92.77905273,44.91416168,25,7356,NA
"minnesota",373,-92.76186371,44.86832428,25,7357,NA
"minnesota",373,-92.79624939,44.82822037,25,7358,NA
"minnesota",373,-92.80197144,44.75373077,25,7359,NA
"minnesota",373,-92.73895264,44.71362686,25,7360,NA
"minnesota",373,-92.67591858,44.69070816,25,7361,NA
"minnesota",373,-92.63008881,44.65060043,25,7362,NA
"minnesota",373,-92.58998108,44.60476685,25,7363,NA
"minnesota",373,-92.53268433,44.58184814,25,7364,NA
"minnesota",373,-92.43527985,44.57611465,25,7365,NA
"minnesota",373,-92.36079407,44.55319595,25,7366,NA
"minnesota",373,-92.337883,44.54174042,25,7367,NA
"minnesota",373,-92.32068634,44.52455139,25,7368,NA
"minnesota",373,-92.29777527,44.48444366,25,7369,NA
"minnesota",373,-92.25193787,44.45579529,25,7370,NA
"minnesota",373,-92.097229,44.42714691,25,7371,NA
"minnesota",373,-92.10296631,44.42142105,25,7372,NA
"minnesota",373,-92.01702118,44.39850235,25,7373,NA
"minnesota",373,-91.9425354,44.36412048,25,7374,NA
"minnesota",373,-91.90815735,44.32974625,25,7375,NA
"minnesota",373,-91.8795166,44.27817917,25,7376,NA
"minnesota",373,-91.86231995,44.23234177,25,7377,NA
"minnesota",373,-91.8336792,44.19223404,25,7378,NA
"minnesota",373,-91.81075287,44.17504883,25,7379,NA
"minnesota",373,-91.72481537,44.14066696,25,7380,NA
"minnesota",373,-91.66751862,44.10055923,25,7381,NA
"minnesota",373,-91.60449219,44.066185,25,7382,NA
"minnesota",373,-91.54719543,44.03180313,25,7383,NA
"minnesota",373,-91.49562836,44.01461792,25,7384,NA
"minnesota",373,-91.43833923,43.99169922,25,7385,NA
"minnesota",373,-91.39822388,43.97451019,25,7386,NA
"minnesota",373,-91.35811615,43.92867661,25,7387,NA
"minnesota",373,-91.3065567,43.89429474,25,7388,NA
"minnesota",373,-91.28936768,43.85419083,25,7389,NA
"minnesota",373,-91.2607193,43.84273148,25,7390,NA
"minnesota",373,-91.24353027,43.80262375,25,7391,NA
"minnesota",373,-91.24353027,43.78543472,25,7392,NA
"minnesota",373,-91.25498962,43.72813797,25,7393,NA
"minnesota",373,-91.27217865,43.68803024,25,7394,NA
"minnesota",373,-91.23779297,43.6307373,25,7395,NA
"minnesota",373,-91.24925995,43.59635925,25,7396,NA
"minnesota",373,-91.2607193,43.55625153,25,7397,NA
"minnesota",373,-91.22634125,43.51041412,25,7398,NA
"minnesota",373,-91.22061157,43.51041412,25,7399,NA
"minnesota",373,-91.22634125,43.49895477,25,7400,NA
"minnesota",373,-91.60449219,43.51041412,25,7401,NA
"minnesota",373,-91.72481537,43.51041412,25,7402,NA
"minnesota",373,-92.08004761,43.50468445,25,7403,NA
"minnesota",373,-92.45819855,43.50468445,25,7404,NA
"minnesota",373,-92.54987335,43.51041412,25,7405,NA
"minnesota",373,-93.02542877,43.51041412,25,7406,NA
"minnesota",373,-93.05980682,43.51041412,25,7407,NA
"minnesota",373,-93.49525452,43.51041412,25,7408,NA
"minnesota",373,-93.64422607,43.51041412,25,7409,NA
"minnesota",373,-93.97653961,43.51041412,25,7410,NA
"minnesota",373,-94.26301575,43.50468445,25,7411,NA
"minnesota",373,-94.4520874,43.50468445,25,7412,NA
"minnesota",373,-94.86462402,43.50468445,25,7413,NA
"minnesota",373,-94.9161911,43.50468445,25,7414,NA
"minnesota",373,-95.39173889,43.50468445,25,7415,NA
"minnesota",373,-95.4662323,43.50468445,25,7416,NA
"minnesota",373,-95.86156464,43.50468445,25,7417,NA
"minnesota",373,-96.04491425,43.49895477,25,7418,NA
"minnesota",373,-96.42879486,43.49322891,25,7419,NA
"mississippi",382,-88.18965912,34.99626541,26,7421,NA
"mississippi",382,-88.16674805,34.95042801,26,7422,NA
"mississippi",382,-88.13237,34.90459061,26,7423,NA
"mississippi",382,-88.10944366,34.89885712,26,7424,NA
"mississippi",382,-88.14955139,34.5837326,26,7425,NA
"mississippi",382,-88.16674805,34.46340942,26,7426,NA
"mississippi",382,-88.18393707,34.31444168,26,7427,NA
"mississippi",382,-88.20685577,34.07952881,26,7428,NA
"mississippi",382,-88.20685577,34.06233978,26,7429,NA
"mississippi",382,-88.25269318,33.73575592,26,7430,NA
"mississippi",382,-88.27560425,33.52949142,26,7431,NA
"mississippi",382,-88.29853058,33.2831192,26,7432,NA
"mississippi",382,-88.33863068,32.9851799,26,7433,NA
"mississippi",382,-88.35009766,32.92215347,26,7434,NA
"mississippi",382,-88.39020538,32.57838058,26,7435,NA
"mississippi",382,-88.43030548,32.30908966,26,7436,NA
"mississippi",382,-88.43030548,32.22314453,26,7437,NA
"mississippi",382,-88.47614288,31.89082909,26,7438,NA
"mississippi",382,-88.46468353,31.69602585,26,7439,NA
"mississippi",382,-88.45322418,31.43246651,26,7440,NA
"mississippi",382,-88.43030548,31.12306786,26,7441,NA
"mississippi",382,-88.41884613,30.99701691,26,7442,NA
"mississippi",382,-88.40738678,30.73345757,26,7443,NA
"mississippi",382,-88.39020538,30.41259956,26,7444,NA
"mississippi",382,-88.41311646,30.40114212,26,7445,NA
"mississippi",382,-88.40738678,30.38395309,26,7446,NA
"mississippi",382,-88.41311646,30.37249184,26,7447,NA
"mississippi",382,-88.45322418,30.37249184,26,7448,NA
"mississippi",382,-88.48187256,30.35530472,26,7449,NA
"mississippi",382,-88.51052094,30.35530472,26,7450,NA
"mississippi",382,-88.54489899,30.36103439,26,7451,NA
"mississippi",382,-88.56781769,30.39541054,26,7452,NA
"mississippi",382,-88.57927704,30.41832924,26,7453,NA
"mississippi",382,-88.59646606,30.42406082,26,7454,NA
"mississippi",382,-88.61938477,30.41259956,26,7455,NA
"mississippi",382,-88.64802551,30.38968086,26,7456,NA
"mississippi",382,-88.71105957,30.37249184,26,7457,NA
"mississippi",382,-88.75689697,30.37249184,26,7458,NA
"mississippi",382,-88.77980804,30.37822342,26,7459,NA
"mississippi",382,-88.7970047,30.39541054,26,7460,NA
"mississippi",382,-88.7970047,30.41832924,26,7461,NA
"mississippi",382,-88.8141861,30.42978668,26,7462,NA
"mississippi",382,-88.8371048,30.43551826,26,7463,NA
"mississippi",382,-88.8600235,30.44697952,26,7464,NA
"mississippi",382,-88.87721252,30.45843697,26,7465,NA
"mississippi",382,-88.89440155,30.45843697,26,7466,NA
"mississippi",382,-88.9058609,30.44697952,26,7467,NA
"mississippi",382,-88.8829422,30.42406082,26,7468,NA
"mississippi",382,-88.8829422,30.41259956,26,7469,NA
"mississippi",382,-88.90013123,30.40114212,26,7470,NA
"mississippi",382,-88.9516983,30.41259956,26,7471,NA
"mississippi",382,-88.99753571,30.40114212,26,7472,NA
"mississippi",382,-89.05482483,30.40114212,26,7473,NA
"mississippi",382,-89.18087769,30.35530472,26,7474,NA
"mississippi",382,-89.26682281,30.32665443,26,7475,NA
"mississippi",382,-89.28401184,30.32665443,26,7476,NA
"mississippi",382,-89.29547882,30.33811569,26,7477,NA
"mississippi",382,-89.30120087,30.37249184,26,7478,NA
"mississippi",382,-89.31266022,30.37822342,26,7479,NA
"mississippi",382,-89.33557892,30.37822342,26,7480,NA
"mississippi",382,-89.35276794,30.37249184,26,7481,NA
"mississippi",382,-89.35849762,30.36103439,26,7482,NA
"mississippi",382,-89.35849762,30.34384537,26,7483,NA
"mississippi",382,-89.34130859,30.32665443,26,7484,NA
"mississippi",382,-89.39860535,30.29800797,26,7485,NA
"mississippi",382,-89.41579437,30.28082085,26,7486,NA
"mississippi",382,-89.43871307,30.24644089,26,7487,NA
"mississippi",382,-89.44444275,30.22352219,26,7488,NA
"mississippi",382,-89.46735382,30.21206474,26,7489,NA
"mississippi",382,-89.5017395,30.2006073,26,7490,NA
"mississippi",382,-89.54756927,30.18341446,26,7491,NA
"mississippi",382,-89.57622528,30.2006073,26,7492,NA
"mississippi",382,-89.60486603,30.22352219,26,7493,NA
"mississippi",382,-89.61060333,30.24071312,26,7494,NA
"mississippi",382,-89.6335144,30.28654861,26,7495,NA
"mississippi",382,-89.63924408,30.29800797,26,7496,NA
"mississippi",382,-89.6335144,30.34384537,26,7497,NA
"mississippi",382,-89.66217041,30.37249184,26,7498,NA
"mississippi",382,-89.66790009,30.41259956,26,7499,NA
"mississippi",382,-89.67935181,30.42978668,26,7500,NA
"mississippi",382,-89.68508148,30.45270538,26,7501,NA
"mississippi",382,-89.70227814,30.48135567,26,7502,NA
"mississippi",382,-89.77102661,30.53865051,26,7503,NA
"mississippi",382,-89.78821564,30.55583763,26,7504,NA
"mississippi",382,-89.80540466,30.65324402,26,7505,NA
"mississippi",382,-89.83405304,30.67043114,26,7506,NA
"mississippi",382,-89.83405304,30.70480728,26,7507,NA
"mississippi",382,-89.82259369,30.73918533,26,7508,NA
"mississippi",382,-89.80540466,30.77929115,26,7509,NA
"mississippi",382,-89.78248596,30.81939888,26,7510,NA
"mississippi",382,-89.76529694,30.8824234,26,7511,NA
"mississippi",382,-89.72518921,30.96264076,26,7512,NA
"mississippi",382,-89.73091888,30.97982979,26,7513,NA
"mississippi",382,-89.75383759,31.00274849,26,7514,NA
"mississippi",382,-89.83978271,31.00274849,26,7515,NA
"mississippi",382,-90.26950073,31.00274849,26,7516,NA
"mississippi",382,-90.34971619,30.99701691,26,7517,NA
"mississippi",382,-90.56171417,30.99701691,26,7518,NA
"mississippi",382,-90.56744385,30.99701691,26,7519,NA
"mississippi",382,-90.85391998,30.99701691,26,7520,NA
"mississippi",382,-91.06018066,30.99701691,26,7521,NA
"mississippi",382,-91.18623352,30.99701691,26,7522,NA
"mississippi",382,-91.61022186,30.99701691,26,7523,NA
"mississippi",382,-91.62741089,31.00847435,26,7524,NA
"mississippi",382,-91.62168121,31.01993561,26,7525,NA
"mississippi",382,-91.57011414,31.06577301,26,7526,NA
"mississippi",382,-91.58730316,31.09441948,26,7527,NA
"mississippi",382,-91.61022186,31.12879562,26,7528,NA
"mississippi",382,-91.61595154,31.14598656,26,7529,NA
"mississippi",382,-91.61022186,31.17463303,26,7530,NA
"mississippi",382,-91.60449219,31.2032814,26,7531,NA
"mississippi",382,-91.62741089,31.24338913,26,7532,NA
"mississippi",382,-91.63314056,31.26630783,26,7533,NA
"mississippi",382,-91.61022186,31.26630783,26,7534,NA
"mississippi",382,-91.56438446,31.26630783,26,7535,NA
"mississippi",382,-91.53000641,31.28349495,26,7536,NA
"mississippi",382,-91.52427673,31.33506012,26,7537,NA
"mississippi",382,-91.55865479,31.36944008,26,7538,NA
"mississippi",382,-91.55865479,31.39808655,26,7539,NA
"mississippi",382,-91.54719543,31.42100525,26,7540,NA
"mississippi",382,-91.50708771,31.40381622,26,7541,NA
"mississippi",382,-91.47271729,31.39808655,26,7542,NA
"mississippi",382,-91.46697998,31.42673492,26,7543,NA
"mississippi",382,-91.48989868,31.44965363,26,7544,NA
"mississippi",382,-91.51281738,31.48402977,26,7545,NA
"mississippi",382,-91.50135803,31.53559875,26,7546,NA
"mississippi",382,-91.43260956,31.55851746,26,7547,NA
"mississippi",382,-91.4154129,31.5699749,26,7548,NA
"mississippi",382,-91.4154129,31.58716202,26,7549,NA
"mississippi",382,-91.43260956,31.60435104,26,7550,NA
"mississippi",382,-91.48989868,31.60435104,26,7551,NA
"mississippi",382,-91.50135803,31.6158123,26,7552,NA
"mississippi",382,-91.48989868,31.63299942,26,7553,NA
"mississippi",382,-91.47271729,31.64445686,26,7554,NA
"mississippi",382,-91.40968323,31.63299942,26,7555,NA
"mississippi",382,-91.39822388,31.6616497,26,7556,NA
"mississippi",382,-91.40395355,31.69602585,26,7557,NA
"mississippi",382,-91.38677216,31.72467232,26,7558,NA
"mississippi",382,-91.36384583,31.74759102,26,7559,NA
"mississippi",382,-91.31800842,31.74759102,26,7560,NA
"mississippi",382,-91.26644897,31.75905037,26,7561,NA
"mississippi",382,-91.28363037,31.7762394,26,7562,NA
"mississippi",382,-91.32946777,31.78769684,26,7563,NA
"mississippi",382,-91.3523941,31.7991581,26,7564,NA
"mississippi",382,-91.34666443,31.83926582,26,7565,NA
"mississippi",382,-91.32946777,31.8449955,26,7566,NA
"mississippi",382,-91.3065567,31.85645294,26,7567,NA
"mississippi",382,-91.27217865,31.8449955,26,7568,NA
"mississippi",382,-91.22634125,31.8449955,26,7569,NA
"mississippi",382,-91.23207092,31.86218452,26,7570,NA
"mississippi",382,-91.23779297,31.87937164,26,7571,NA
"mississippi",382,-91.23207092,31.89656067,26,7572,NA
"mississippi",382,-91.20915222,31.91947937,26,7573,NA
"mississippi",382,-91.18623352,31.94239807,26,7574,NA
"mississippi",382,-91.15758514,31.98823547,26,7575,NA
"mississippi",382,-91.11174774,32.0054245,26,7576,NA
"mississippi",382,-91.09455872,32.01688004,26,7577,NA
"mississippi",382,-91.11174774,32.04552841,26,7578,NA
"mississippi",382,-91.12893677,32.06271744,26,7579,NA
"mississippi",382,-91.12893677,32.0741806,26,7580,NA
"mississippi",382,-91.11174774,32.0741806,26,7581,NA
"mississippi",382,-91.06591797,32.0741806,26,7582,NA
"mississippi",382,-91.04299164,32.08563614,26,7583,NA
"mississippi",382,-91.02008057,32.10855484,26,7584,NA
"mississippi",382,-91.00288391,32.13147354,26,7585,NA
"mississippi",382,-90.97424316,32.14866257,26,7586,NA
"mississippi",382,-90.95704651,32.17158127,26,7587,NA
"mississippi",382,-90.98570251,32.18877029,26,7588,NA
"mississippi",382,-91.01434326,32.19449997,26,7589,NA
"mississippi",382,-91.02581024,32.16585159,26,7590,NA
"mississippi",382,-91.10028839,32.12574387,26,7591,NA
"mississippi",382,-91.12320709,32.13147354,26,7592,NA
"mississippi",382,-91.16904449,32.14866257,26,7593,NA
"mississippi",382,-91.17477417,32.16585159,26,7594,NA
"mississippi",382,-91.16904449,32.211689,26,7595,NA
"mississippi",382,-91.14039612,32.21741867,26,7596,NA
"mississippi",382,-91.11747742,32.21741867,26,7597,NA
"mississippi",382,-91.10028839,32.21741867,26,7598,NA
"mississippi",382,-90.98570251,32.22314453,26,7599,NA
"mississippi",382,-90.96277618,32.22887421,26,7600,NA
"mississippi",382,-90.95131683,32.27471161,26,7601,NA
"mississippi",382,-90.92840576,32.30335999,26,7602,NA
"mississippi",382,-90.91120911,32.33200836,26,7603,NA
"mississippi",382,-90.92266846,32.34346771,26,7604,NA
"mississippi",382,-90.97424316,32.35492706,26,7605,NA
"mississippi",382,-91.02008057,32.38357162,26,7606,NA
"mississippi",382,-91.02581024,32.44659805,26,7607,NA
"mississippi",382,-91.03726196,32.45806122,26,7608,NA
"mississippi",382,-91.07164001,32.46379089,26,7609,NA
"mississippi",382,-91.10028839,32.47524643,26,7610,NA
"mississippi",382,-91.11747742,32.50389862,26,7611,NA
"mississippi",382,-91.11747742,32.52681732,26,7612,NA
"mississippi",382,-91.09455872,32.53254318,26,7613,NA
"mississippi",382,-91.02581024,32.48097992,26,7614,NA
"mississippi",382,-91.00861359,32.49243546,26,7615,NA
"mississippi",382,-91.00288391,32.50962448,26,7616,NA
"mississippi",382,-91.03726196,32.53827286,26,7617,NA
"mississippi",382,-91.06591797,32.56119156,26,7618,NA
"mississippi",382,-91.06018066,32.57265091,26,7619,NA
"mississippi",382,-91.02581024,32.59556961,26,7620,NA
"mississippi",382,-91.02008057,32.61848831,26,7621,NA
"mississippi",382,-91.02581024,32.62994766,26,7622,NA
"mississippi",382,-91.05445099,32.63567352,26,7623,NA
"mississippi",382,-91.10028839,32.62421799,26,7624,NA
"mississippi",382,-91.12893677,32.60702896,26,7625,NA
"mississippi",382,-91.14612579,32.61275482,26,7626,NA
"mississippi",382,-91.14612579,32.67005539,26,7627,NA
"mississippi",382,-91.13466644,32.68724442,26,7628,NA
"mississippi",382,-91.09455872,32.70442963,26,7629,NA
"mississippi",382,-91.07164001,32.71016312,26,7630,NA
"mississippi",382,-91.07164001,32.73880768,26,7631,NA
"mississippi",382,-91.07164001,32.75026703,26,7632,NA
"mississippi",382,-91.11747742,32.75026703,26,7633,NA
"mississippi",382,-91.14612579,32.76745605,26,7634,NA
"mississippi",382,-91.15758514,32.79610443,26,7635,NA
"mississippi",382,-91.15185547,32.82475281,26,7636,NA
"mississippi",382,-91.10601807,32.88777924,26,7637,NA
"mississippi",382,-91.08882904,32.92215347,26,7638,NA
"mississippi",382,-91.07736969,32.9393425,26,7639,NA
"mississippi",382,-91.11174774,32.95653534,26,7640,NA
"mississippi",382,-91.12893677,32.94507217,26,7641,NA
"mississippi",382,-91.14612579,32.91642761,26,7642,NA
"mississippi",382,-91.18050385,32.89923477,26,7643,NA
"mississippi",382,-91.20342255,32.91069794,26,7644,NA
"mississippi",382,-91.2148819,32.92788315,26,7645,NA
"mississippi",382,-91.20915222,32.97945404,26,7646,NA
"mississippi",382,-91.19195557,32.99663925,26,7647,NA
"mississippi",382,-91.18623352,33.00236893,26,7648,NA
"mississippi",382,-91.14612579,33.04247284,26,7649,NA
"mississippi",382,-91.13466644,33.05966568,26,7650,NA
"mississippi",382,-91.14039612,33.07685471,26,7651,NA
"mississippi",382,-91.18623352,33.11696243,26,7652,NA
"mississippi",382,-91.18050385,33.13414764,26,7653,NA
"mississippi",382,-91.16904449,33.14560699,26,7654,NA
"mississippi",382,-91.12893677,33.14560699,26,7655,NA
"mississippi",382,-91.08882904,33.1685257,26,7656,NA
"mississippi",382,-91.07736969,33.1914444,26,7657,NA
"mississippi",382,-91.07164001,33.2143631,26,7658,NA
"mississippi",382,-91.06018066,33.23155212,26,7659,NA
"mississippi",382,-91.04299164,33.25447083,26,7660,NA
"mississippi",382,-91.04872131,33.27738953,26,7661,NA
"mississippi",382,-91.05445099,33.28884506,26,7662,NA
"mississippi",382,-91.07164001,33.2831192,26,7663,NA
"mississippi",382,-91.08882904,33.27738953,26,7664,NA
"mississippi",382,-91.10028839,33.25447083,26,7665,NA
"mississippi",382,-91.11174774,33.24874115,26,7666,NA
"mississippi",382,-91.12320709,33.25447083,26,7667,NA
"mississippi",382,-91.15758514,33.32322693,26,7668,NA
"mississippi",382,-91.16904449,33.34041595,26,7669,NA
"mississippi",382,-91.16331482,33.35760117,26,7670,NA
"mississippi",382,-91.12893677,33.37479019,26,7671,NA
"mississippi",382,-91.09455872,33.39770889,26,7672,NA
"mississippi",382,-91.07164001,33.42635727,26,7673,NA
"mississippi",382,-91.07736969,33.4435463,26,7674,NA
"mississippi",382,-91.09455872,33.4435463,26,7675,NA
"mississippi",382,-91.11174774,33.43781662,26,7676,NA
"mississippi",382,-91.14039612,33.40343857,26,7677,NA
"mississippi",382,-91.16331482,33.39197922,26,7678,NA
"mississippi",382,-91.18050385,33.39197922,26,7679,NA
"mississippi",382,-91.18623352,33.40343857,26,7680,NA
"mississippi",382,-91.18623352,33.42635727,26,7681,NA
"mississippi",382,-91.16331482,33.45500565,26,7682,NA
"mississippi",382,-91.13466644,33.47219467,26,7683,NA
"mississippi",382,-91.13466644,33.4893837,26,7684,NA
"mississippi",382,-91.14612579,33.50084305,26,7685,NA
"mississippi",382,-91.16904449,33.49510956,26,7686,NA
"mississippi",382,-91.18623352,33.47792435,26,7687,NA
"mississippi",382,-91.20915222,33.45500565,26,7688,NA
"mississippi",382,-91.22634125,33.45500565,26,7689,NA
"mississippi",382,-91.23207092,33.47219467,26,7690,NA
"mississippi",382,-91.22634125,33.49510956,26,7691,NA
"mississippi",382,-91.20915222,33.51802826,26,7692,NA
"mississippi",382,-91.2148819,33.52949142,26,7693,NA
"mississippi",382,-91.23207092,33.54668045,26,7694,NA
"mississippi",382,-91.23779297,33.57532883,26,7695,NA
"mississippi",382,-91.2148819,33.59251785,26,7696,NA
"mississippi",382,-91.16904449,33.60397339,26,7697,NA
"mississippi",382,-91.16331482,33.62116241,26,7698,NA
"mississippi",382,-91.17477417,33.63835526,26,7699,NA
"mississippi",382,-91.20342255,33.67272949,26,7700,NA
"mississippi",382,-91.20915222,33.68991852,26,7701,NA
"mississippi",382,-91.22061157,33.71283722,26,7702,NA
"mississippi",382,-91.20342255,33.73002625,26,7703,NA
"mississippi",382,-91.18623352,33.72429657,26,7704,NA
"mississippi",382,-91.14039612,33.68991852,26,7705,NA
"mississippi",382,-91.11174774,33.68418884,26,7706,NA
"mississippi",382,-91.07736969,33.68991852,26,7707,NA
"mississippi",382,-91.06591797,33.69564819,26,7708,NA
"mississippi",382,-91.07736969,33.72429657,26,7709,NA
"mississippi",382,-91.13466644,33.73575592,26,7710,NA
"mississippi",382,-91.14039612,33.7414856,26,7711,NA
"mississippi",382,-91.13466644,33.77013397,26,7712,NA
"mississippi",382,-91.09455872,33.79305267,26,7713,NA
"mississippi",382,-91.06591797,33.81023788,26,7714,NA
"mississippi",382,-91.05445099,33.83888626,26,7715,NA
"mississippi",382,-91.06591797,33.88472366,26,7716,NA
"mississippi",382,-91.06018066,33.90764236,26,7717,NA
"mississippi",382,-91.04872131,33.92483139,26,7718,NA
"mississippi",382,-91.05445099,33.95920944,26,7719,NA
"mississippi",382,-91.07164001,33.98212814,26,7720,NA
"mississippi",382,-91.07164001,34.01077271,26,7721,NA
"mississippi",382,-91.06018066,34.01650238,26,7722,NA
"mississippi",382,-91.04299164,34.01650238,26,7723,NA
"mississippi",382,-91.00861359,33.98212814,26,7724,NA
"mississippi",382,-90.98570251,33.98212814,26,7725,NA
"mississippi",382,-90.97997284,33.99931717,26,7726,NA
"mississippi",382,-90.96277618,34.02223587,26,7727,NA
"mississippi",382,-90.94558716,34.03942108,26,7728,NA
"mississippi",382,-90.92840576,34.07379913,26,7729,NA
"mississippi",382,-90.92840576,34.10817719,26,7730,NA
"mississippi",382,-90.94558716,34.12536621,26,7731,NA
"mississippi",382,-90.97997284,34.15401077,26,7732,NA
"mississippi",382,-90.96277618,34.17120361,26,7733,NA
"mississippi",382,-90.92266846,34.17120361,26,7734,NA
"mississippi",382,-90.8653717,34.15401077,26,7735,NA
"mississippi",382,-90.83100128,34.15401077,26,7736,NA
"mississippi",382,-90.81954193,34.18266296,26,7737,NA
"mississippi",382,-90.83100128,34.19412231,26,7738,NA
"mississippi",382,-90.89402771,34.20558167,26,7739,NA
"mississippi",382,-90.91120911,34.21131134,26,7740,NA
"mississippi",382,-90.91120911,34.23423004,26,7741,NA
"mississippi",382,-90.89975739,34.24568558,26,7742,NA
"mississippi",382,-90.85964966,34.2399559,26,7743,NA
"mississippi",382,-90.83673096,34.24568558,26,7744,NA
"mississippi",382,-90.81954193,34.2628746,26,7745,NA
"mississippi",382,-90.79662323,34.29152298,26,7746,NA
"mississippi",382,-90.76797485,34.29725266,26,7747,NA
"mississippi",382,-90.73932648,34.29725266,26,7748,NA
"mississippi",382,-90.72213745,34.30871201,26,7749,NA
"mississippi",382,-90.74505615,34.33163071,26,7750,NA
"mississippi",382,-90.75078583,34.36027908,26,7751,NA
"mississippi",382,-90.73932648,34.38319778,26,7752,NA
"mississippi",382,-90.71640778,34.38892746,26,7753,NA
"mississippi",382,-90.67630005,34.38319778,26,7754,NA
"mississippi",382,-90.65338898,34.38892746,26,7755,NA
"mississippi",382,-90.60755157,34.400383,26,7756,NA
"mississippi",382,-90.57889557,34.4233017,26,7757,NA
"mississippi",382,-90.56744385,34.4462204,26,7758,NA
"mississippi",382,-90.57317352,34.5149765,26,7759,NA
"mississippi",382,-90.56171417,34.52643585,26,7760,NA
"mississippi",382,-90.53878784,34.55508423,26,7761,NA
"mississippi",382,-90.5330658,34.5608139,26,7762,NA
"mississippi",382,-90.5330658,34.5837326,26,7763,NA
"mississippi",382,-90.56744385,34.61811066,26,7764,NA
"mississippi",382,-90.57317352,34.64102936,26,7765,NA
"mississippi",382,-90.55597687,34.67540359,26,7766,NA
"mississippi",382,-90.5330658,34.68686676,26,7767,NA
"mississippi",382,-90.49295044,34.66967392,26,7768,NA
"mississippi",382,-90.48149872,34.65821838,26,7769,NA
"mississippi",382,-90.46430206,34.65821838,26,7770,NA
"mississippi",382,-90.46430206,34.67540359,26,7771,NA
"mississippi",382,-90.47003937,34.6983223,26,7772,NA
"mississippi",382,-90.48149872,34.71551132,26,7773,NA
"mississippi",382,-90.5330658,34.73270035,26,7774,NA
"mississippi",382,-90.54451752,34.73270035,26,7775,NA
"mississippi",382,-90.5330658,34.76134872,26,7776,NA
"mississippi",382,-90.52160645,34.76134872,26,7777,NA
"mississippi",382,-90.47576904,34.75561905,26,7778,NA
"mississippi",382,-90.45857239,34.75561905,26,7779,NA
"mississippi",382,-90.44712067,34.77280807,26,7780,NA
"mississippi",382,-90.42993164,34.7899971,26,7781,NA
"mississippi",382,-90.42993164,34.8129158,26,7782,NA
"mississippi",382,-90.42420197,34.83010483,26,7783,NA
"mississippi",382,-90.41273499,34.84156418,26,7784,NA
"mississippi",382,-90.34971619,34.8587532,26,7785,NA
"mississippi",382,-90.31533813,34.87593842,26,7786,NA
"mississippi",382,-90.28668976,34.89313126,26,7787,NA
"mississippi",382,-90.25804138,34.92177582,26,7788,NA
"mississippi",382,-90.24658203,34.93323898,26,7789,NA
"mississippi",382,-90.25231171,34.94469452,26,7790,NA
"mississippi",382,-90.26377106,34.96188354,26,7791,NA
"mississippi",382,-90.28096008,34.99626541,26,7792,NA
"mississippi",382,-89.72518921,34.99053192,26,7793,NA
"mississippi",382,-89.64497375,34.99626541,26,7794,NA
"mississippi",382,-89.35276794,34.99053192,26,7795,NA
"mississippi",382,-89.19806671,34.99626541,26,7796,NA
