"prime_award_disaster_emergency_fund_codes","prime_award_obligated_amount_funded_by_covid_19_supplementals","prime_award_awarding_sub_agency_code","prime_award_awarding_sub_agency_name","prime_award_awarding_office_code","prime_award_awarding_office_name","prime_award_funding_sub_agency_code","prime_award_funding_sub_agency_name","prime_award_funding_office_code","prime_award_funding_office_name","prime_awardee_dba_name","prime_awardee_parent_duns","prime_awardee_parent_name","prime_awardee_business_types","prime_award_primary_place_of_performance_city_name","prime_award_primary_place_of_performance_address_zip_code","prime_award_primary_place_of_performance_congressional_district","prime_award_project_title","subaward_fsrs_report_id","subaward_fsrs_report_year","subaward_fsrs_report_month","subaward_number","subaward_amount","subaward_action_date","subaward_action_date_fiscal_year","subawardee_duns","subawardee_name","subawardee_dba_name","subawardee_parent_duns","subawardee_parent_name","subawardee_address_line_1","subawardee_city_name","subawardee_state_code","subawardee_state_name","subawardee_zip_code","subawardee_congressional_district","subawardee_business_types","subaward_primary_place_of_performance_city_name","subaward_primary_place_of_performance_state_code","subaward_primary_place_of_performance_state_name","subaward_primary_place_of_performance_address_zip_code","subaward_primary_place_of_performance_congressional_district","subaward_description","subawardee_highly_compensated_officer_1_name","subawardee_highly_compensated_officer_1_amount","subawardee_highly_compensated_officer_2_name","subawardee_highly_compensated_officer_2_amount","subawardee_highly_compensated_officer_3_name","subawardee_highly_compensated_officer_3_amount","subawardee_highly_compensated_officer_4_name","subawardee_highly_compensated_officer_4_amount","subawardee_highly_compensated_officer_5_name","subawardee_highly_compensated_officer_5_amount","subaward_fsrs_report_last_modified_date"
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION",NA,"15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","9cc566b9e1dd74484ffd626aba55c80e",2020,10,"4201890082",120450,2019-01-22,2019,"029351079","MEASUREMENT SPECIALTIES, INC.","TE Connectivity","485203835","TE Connectivity Ltd.","1000 LUCAS WAY","HAMPTON","VA","Virginia","236661573","03","For-Profit Organization,Foreign Owned and Located,Manufacturer of Goods","HAMPTON","VA","Virginia","236661573","03","Measuring Devices.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-17 10:56:12
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION","For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","3969f7c16051e43a4663fc4a20da4d12",2021,10,"4201890082",120450,2019-01-22,2019,"029351079","MEASUREMENT SPECIALTIES, INC.","TE Connectivity","485203835","TE Connectivity Ltd.","1000 LUCAS WAY","HAMPTON","VA","Virginia","236661573","03","For-Profit Organization,Foreign Owned and Located,Manufacturer of Goods","HAMPTON","VA","Virginia","236661573","03","Measuring Devices.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-16 13:35:00
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F1TBPV","AFRL RWP","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","0aa44d99040d2bd25dfbb456d82a4dd5",2018,4,"4201672535",119900,2018-02-14,2018,"623681124","ATK SPACE SYSTEMS INC.","SPACE COMPONENTS DIVISION","618705925","ORBITAL ATK, INC.","7130 MIRAMAR RD STE 100B","SAN DIEGO","CA","California","921212340","50","For-Profit Organization","SAN DIEGO","CA","California","921212340","50","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-29 19:33:11
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","8a060156205515e8ffdd6d97796735d6",2017,8,"4201569198",119700,2017-08-22,2017,"196559991","PARKER-HANNIFIN CORPORATION","GAS TURBINE FUEL SYSTEMS DIVISION","004175550","PARKER-HANNIFIN CORPORATION","14 ROBBINS POND RD","DEVENS","MA","Massachusetts","014345641","05","For-Profit Organization,Manufacturer of Goods","DEVENS","MA","Massachusetts","014345641","05","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-27 14:39:26
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION","For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","3969f7c16051e43a4663fc4a20da4d12",2021,10,"4201667577",118490,2018-02-08,2018,"009566167","MARVIN ENGINEERING CO., INC.","MARVIN GROUP, THE","009566167","MARVIN ENGINEERING CO., INC.","261 W BEACH AVE","INGLEWOOD","CA","California","903022904","43","For-Profit Organization,Manufacturer of Goods,S Corporation","INGLEWOOD","CA","California","903022904","43","Launchers&Cannisters.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-16 13:35:00
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F1TBPV","AFRL RWP","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","0aa44d99040d2bd25dfbb456d82a4dd5",2018,4,"4201667577",118490,2018-02-07,2018,"009566167","MARVIN ENGINEERING CO., INC.","MARVIN GROUP, THE","009566167","MARVIN ENGINEERING CO., INC.","261 W BEACH AVE","INGLEWOOD","CA","California","903022904","35","For-Profit Organization,Manufacturer of Goods,S Corporation","INGLEWOOD","CA","California","903022904","35","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-29 19:33:11
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION",NA,"15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","9cc566b9e1dd74484ffd626aba55c80e",2020,10,"4201667577",118490,2018-02-08,2018,"009566167","MARVIN ENGINEERING CO., INC.","MARVIN GROUP, THE","009566167","MARVIN ENGINEERING CO., INC.","261 W BEACH AVE","INGLEWOOD","CA","California","903022904","35","For-Profit Organization,Manufacturer of Goods,S Corporation","INGLEWOOD","CA","California","903022904","35","Launchers&Cannisters.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-17 10:56:12
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION",NA,"15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","9cc566b9e1dd74484ffd626aba55c80e",2020,10,"4202084581",115000,2019-10-30,2020,"154827786","HI-TECH MACHINING & ENGINEERING, L.L.C.",NA,NA,NA,"1075 EAST WIEDING RD","TUCSON","AZ","Arizona","857066039","07","For-Profit Organization,Limited Liability Company,Manufacturer of Goods,SBA Certified Hub Zone Firm","TUCSON","AZ","Arizona","857066039","07","Machine Shop Work.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-17 10:56:12
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION","For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","3969f7c16051e43a4663fc4a20da4d12",2021,10,"4202084581",115000,2019-10-30,2020,"154827786","HI-TECH MACHINING & ENGINEERING, L.L.C.",NA,NA,NA,"1075 EAST WIEDING RD","TUCSON","AZ","Arizona","857066039","03","For-Profit Organization,Limited Liability Company,Manufacturer of Goods,SBA Certified Hub Zone Firm","TUCSON","AZ","Arizona","857066039","03","Machine Shop Work.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-16 13:35:00
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","03b2184d5343366bc2fc8a6d433924b3",2018,10,"4201820474",114317,2018-09-27,2018,"829171243","DUCOMMUN LABARGE TECHNOLOGIES, INC.",NA,"006907042","Ducommun Incorporated","2222 E PENSAR DR","APPLETON","WI","Wisconsin","549118789","08","For-Profit Organization,Manufacturer of Goods","APPLETON","WI","Wisconsin","549118789","08","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-28 15:00:52
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION","For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","3969f7c16051e43a4663fc4a20da4d12",2021,10,"4201976890",114284,2019-05-14,2019,"123083784","CAMI RESEARCH, INC.",NA,NA,NA,"42 NAGOG PARK STE 115","ACTON","MA","Massachusetts","017203301","03","For-Profit Organization,Manufacturer of Goods","ACTON","MA","Massachusetts","017203445","03","NRE - Other, T/E Rental/Lease.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-16 13:35:00
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","c5058a5fb384bb4dce6b6c8271869ac9",2018,9,"4201653435",110200,2018-01-15,2018,"002742497","UNI-CAST, INC.",NA,NA,NA,"11 INDUSTRIAL DR","LONDONDERRY","NH","New Hampshire","030532011","01","For-Profit Organization,Manufacturer of Goods","LONDONDERRY","NH","New Hampshire","030532011","01","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-24 16:52:49
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","daa9fd96f6d2a30756c092d567acd5f0",2017,6,"4201464966",106203,2017-02-24,2017,"062090931","TRI MODELS, INC.",NA,NA,NA,"5191 OCEANUS DR","HUNTINGTON BEACH","CA","California","926491026","46","For-Profit Organization,Manufacturer of Goods","HUNTINGTON BEACH","CA","California","926491026","46","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-07-28 17:08:43
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"TUCSON",857566100,"02","AMS: ADV PROGRAMS","cd797a9deb46f0a7ef1185ec7e2462df",2017,7,"4201464966",106203,2017-02-24,2017,"062090931","TRI MODELS, INC.",NA,NA,NA,"5191 OCEANUS DR","HUNTINGTON BEACH","CA","California","926491026","46","For-Profit Organization,Manufacturer of Goods","HUNTINGTON BEACH","CA","California","926491026","46","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08-31 15:19:50
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F1TBPV","AFRL RWP","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","09b96a0c1fbd9bd31c6a6769d605ed7f",2018,8,"4201790551",105891,2018-08-13,2018,"004128971","SOUTHERN GEAR & MACHINE, INC.",NA,NA,NA,"3685 NW 106 ST","MIAMI","FL","Florida","331471030","20","For-Profit Organization,Veteran Owned Business","MIAMI","FL","Florida","331471030","20","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-09-27 16:43:27
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F4FRQH","AFRL RQH         HIGH SPEED SYS DIV","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","8288f670d571716168cc410b943b5d04",2017,10,"4201610076",105102,2017-10-25,2018,"044239754","STANLEY MACHINING & TOOL CORP.",NA,"044239754","STANLEY MACHINING & TOOL CORP.","425 MAPLE AVE","CARPENTERSVILLE","IL","Illinois","601101939","14","For-Profit Organization,Manufacturer of Goods,Woman-Owned Business","CARPENTERSVILLE","IL","Illinois","601101939","14","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-11-29 17:44:48
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","f2e89b75312c1ecb90729fd00edcd5d8",2017,12,"4201638184",104537,2017-12-08,2018,"062090931","TRI MODELS, INC.",NA,NA,NA,"5191 OCEANUS DR","HUNTINGTON BEACH","CA","California","926491026","46","For-Profit Organization,Manufacturer of Goods","HUNTINGTON BEACH","CA","California","926491026","46","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-23 19:06:21
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION","For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","3969f7c16051e43a4663fc4a20da4d12",2021,10,"4201786170",101690,2018-08-07,2018,"117056811","RADIUS AEROSPACE, INC.",NA,"053236449","ARLINGTON CAPITAL PARTNERS IV, L.P.","6733 W WILLIS RD","CHANDLER","AZ","Arizona","852265105","01","For-Profit Organization,Manufacturer of Goods","CHANDLER","AZ","Arizona","852265105","01","Gen Structural Assys, Non-complex Machined.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-16 13:35:00
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION",NA,"15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","9cc566b9e1dd74484ffd626aba55c80e",2020,10,"4201786170",101690,2018-08-07,2018,"117056811","RADIUS AEROSPACE, INC.",NA,"117032139","Radius Aerospace, Inc.","6733 W WILLIS RD","CHANDLER","AZ","Arizona","852265105","07","For-Profit Organization,Manufacturer of Goods","CHANDLER","AZ","Arizona","852265105","07","Gen Structural Assys, Non-complex Machined.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-17 10:56:12
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION","For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","3969f7c16051e43a4663fc4a20da4d12",2021,10,"4201746527",101361,2018-06-06,2018,"030387286","KLUNE INDUSTRIES, INC.","PCC Aerostructures","001024314","BERKSHIRE HATHAWAY INC.","7323 COLDWATER CANYON AVE","NORTH HOLLYWOOD","CA","California","916054206","29","For-Profit Organization,Manufacturer of Goods","NORTH HOLLYWOOD","CA","California","916054206","29","NRE - Other, Titanium Plate.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-16 13:35:00
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION",NA,"15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","9cc566b9e1dd74484ffd626aba55c80e",2020,10,"4201746527",101361,2018-06-06,2018,"030387286","KLUNE INDUSTRIES, INC.",NA,"001024314","BERKSHIRE HATHAWAY INC.","7323 COLDWATER CANYON AVE","NORTH HOLLYWOOD","CA","California","916054206","28","For-Profit Organization,Manufacturer of Goods","NORTH HOLLYWOOD","CA","California","916054206","28","NRE - Other, Titanium Plate.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-17 10:56:12
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION","For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","3969f7c16051e43a4663fc4a20da4d12",2021,10,"4201790551",100232,2018-08-14,2018,"004128971","SOUTHERN GEAR & MACHINE, INC.",NA,NA,NA,"3685 NW 106 ST","MIAMI","FL","Florida","331471030","25","For-Profit Organization,Manufacturer of Goods,Veteran Owned Business","MIAMI","FL","Florida","331471030","25","Gears, Precision Machined.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-16 13:35:00
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION",NA,"15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","9cc566b9e1dd74484ffd626aba55c80e",2020,10,"4201790551",100232,2018-08-14,2018,"004128971","SOUTHERN GEAR & MACHINE, INC.",NA,NA,NA,"3685 NW 106 ST","MIAMI","FL","Florida","331471030","20","For-Profit Organization,Veteran Owned Business","MIAMI","FL","Florida","331471030","20","Gears, Precision Machined.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-17 10:56:12
"N: Emergency P.L. 116-136;Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations)",1105080.5,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","611afaf6f808e8b102b5dfe6824c8ca0",2020,9,"4202243771",99925,2020-09-10,2020,"780680976","ALLIANT TECHSYSTEMS OPERATIONS LLC",NA,"967356127","NORTHROP GRUMMAN CORPORATION","55 THIOKOL RD","ELKTON","MD","Maryland","219214755","01","For-Profit Organization,Manufacturer of Goods","ELKTON","MD","Maryland","219214755","01","NRE - Other.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-16 10:53:51
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F1TBPV","AFRL RWP","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","813c30bc44e1bea1e5e1ea73cf917ade",2018,6,"4201569198",98702,2017-08-22,2017,"196559991","PARKER-HANNIFIN CORPORATION","GAS TURBINE FUEL SYSTEMS DIVISION","004175550","PARKER-HANNIFIN CORPORATION","14 ROBBINS POND RD","DEVENS","MA","Massachusetts","014345641","05","For-Profit Organization,Manufacturer of Goods","DEVENS","MA","Massachusetts","014345641","05","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-09 19:26:13
"N: Emergency P.L. 116-136;Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations)",1105080.5,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION","For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","3969f7c16051e43a4663fc4a20da4d12",2021,10,"4202243771",98553,2020-09-10,2020,"780680976","ALLIANT TECHSYSTEMS OPERATIONS LLC",NA,"967356127","NORTHROP GRUMMAN CORPORATION","55 THIOKOL RD","ELKTON","MD","Maryland","219214755","01","For-Profit Organization,Manufacturer of Goods","ELKTON","MD","Maryland","219214755","01","NRE - Other.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-16 13:35:00
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F1TBPV","AFRL RWP","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","813c30bc44e1bea1e5e1ea73cf917ade",2018,6,"4201746527",95958,2018-06-05,2018,"030387286","KLUNE INDUSTRIES, INC.",NA,"001024314","BERKSHIRE HATHAWAY INC.","7323 COLDWATER CANYON AVE","NORTH HOLLYWOOD","CA","California","916054206","28","For-Profit Organization","NORTH HOLLYWOOD","CA","California","916054206","28","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-09 19:26:13
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F1TBPV","AFRL RWP","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","0aa44d99040d2bd25dfbb456d82a4dd5",2018,4,"4201695968",92820,2018-03-21,2018,"959852161","A. P. I. INCORPORATED","ANEWCO PRODUCTS",NA,NA,"1800 S RESEARCH LOOP","TUCSON","AZ","Arizona","857106759","08","For-Profit Organization,S Corporation,Veteran Owned Business","TUCSON","AZ","Arizona","857106759","08","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-29 19:33:11
"N: Emergency P.L. 116-136;Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations)",1105080.5,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION",NA,"15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","9cc566b9e1dd74484ffd626aba55c80e",2020,10,"4202243771",91925,2020-09-10,2020,"780680976","ALLIANT TECHSYSTEMS OPERATIONS LLC",NA,"967356127","NORTHROP GRUMMAN CORPORATION","55 THIOKOL RD","ELKTON","MD","Maryland","219214755","01","For-Profit Organization,Manufacturer of Goods","ELKTON","MD","Maryland","219214755","01","NRE - Other.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-17 10:56:12
