"prime_award_disaster_emergency_fund_codes","prime_award_obligated_amount_funded_by_covid_19_supplementals","prime_award_awarding_sub_agency_code","prime_award_awarding_sub_agency_name","prime_award_awarding_office_code","prime_award_awarding_office_name","prime_award_funding_sub_agency_code","prime_award_funding_sub_agency_name","prime_award_funding_office_code","prime_award_funding_office_name","prime_awardee_dba_name","prime_awardee_parent_duns","prime_awardee_parent_name","prime_awardee_business_types","prime_award_primary_place_of_performance_city_name","prime_award_primary_place_of_performance_address_zip_code","prime_award_primary_place_of_performance_congressional_district","prime_award_project_title","subaward_fsrs_report_id","subaward_fsrs_report_year","subaward_fsrs_report_month","subaward_number","subaward_amount","subaward_action_date","subaward_action_date_fiscal_year","subawardee_duns","subawardee_name","subawardee_dba_name","subawardee_parent_duns","subawardee_parent_name","subawardee_address_line_1","subawardee_city_name","subawardee_state_code","subawardee_state_name","subawardee_zip_code","subawardee_congressional_district","subawardee_business_types","subaward_primary_place_of_performance_city_name","subaward_primary_place_of_performance_state_code","subaward_primary_place_of_performance_state_name","subaward_primary_place_of_performance_address_zip_code","subaward_primary_place_of_performance_congressional_district","subaward_description","subawardee_highly_compensated_officer_1_name","subawardee_highly_compensated_officer_1_amount","subawardee_highly_compensated_officer_2_name","subawardee_highly_compensated_officer_2_amount","subawardee_highly_compensated_officer_3_name","subawardee_highly_compensated_officer_3_amount","subawardee_highly_compensated_officer_4_name","subawardee_highly_compensated_officer_4_amount","subawardee_highly_compensated_officer_5_name","subawardee_highly_compensated_officer_5_amount","subaward_fsrs_report_last_modified_date"
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F4FRQH","AFRL RQH         HIGH SPEED SYS DIV","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","f194bdf06296167eafa6e86d4db6e62b",2017,4,"4201463167",461160,2017-02-22,2017,"080242612","PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC",NA,"080198742","Fortive Corporation","7073 W WILLIS RD STE 5002","CHANDLER","AZ","Arizona","852265166","07","For-Profit Organization,Limited Liability Company,Manufacturer of Goods","CHANDLER","AZ","Arizona","852265166","07","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-31 17:52:00
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F1TBAX","AFRL RW","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","3113bab7e9e914995348650434b4ae6a",2019,3,"4201691659",454938,2018-03-15,2018,"008975880","L3 TECHNOLOGIES, INC.","L-3 TELEMETRY & RF PRODUCTS","008898884","L3 TECHNOLOGIES, INC.","9020 BALBOA AVE","SAN DIEGO","CA","California","921231510","52","For-Profit Organization,Manufacturer of Goods","SAN DIEGO","CA","California","921233507","52","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-02 20:24:02
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F1TBPV","AFRL RWP","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS/RMS: NBI","7d49aa475ea0a5ae350c4e3158aa7e7a",2019,1,"4201569198",451140,2017-08-22,2017,"196559991","PARKER-HANNIFIN CORPORATION","GAS TURBINE FUEL SYSTEMS DIVISION","004175550","PARKER-HANNIFIN CORPORATION","14 ROBBINS POND RD","DEVENS","MA","Massachusetts","014345641","05","For-Profit Organization,Manufacturer of Goods","DEVENS","MA","Massachusetts","014345641","05","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-22 14:16:15
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION",NA,"15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","9cc566b9e1dd74484ffd626aba55c80e",2020,10,"4201653435",439350,2018-02-02,2018,"002742497","UNI-CAST, INC.",NA,NA,NA,"11 INDUSTRIAL DR","LONDONDERRY","NH","New Hampshire","030532011","01","For-Profit Organization,Manufacturer of Goods","LONDONDERRY","NH","New Hampshire","030532011","01","Alum Invest Casting, NRE - Engineering, NRE - Other.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-17 10:56:12
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION","For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","3969f7c16051e43a4663fc4a20da4d12",2021,10,"4201653435",439350,2018-02-02,2018,"002742497","UNI-CAST, LLC",NA,NA,NA,"11 INDUSTRIAL DR","LONDONDERRY","NH","New Hampshire","030532011","01","For-Profit Organization,Limited Liability Company","LONDONDERRY","NH","New Hampshire","030532011","01","Alum Invest Casting, NRE - Engineering, NRE - Other.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-16 13:35:00
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F1TBPV","AFRL RWP","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","7e300d5b9e9b4dca0d0fbe32d3a22138",2018,11,"4201837766",434734,2018-10-23,2019,"080242612","PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC",NA,"080198742","Fortive Corporation","7073 W WILLIS RD STE 5002","CHANDLER","AZ","Arizona","852265166","07","For-Profit Organization,Limited Liability Company,Manufacturer of Goods","CHANDLER","AZ","Arizona","852265166","07","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-14 17:39:50
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F1TBPV","AFRL RWP","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","459d9460224b00f59a0d5c8b430fda5d",2018,7,"4201753224",426576,2018-06-14,2018,"612074369","TELETRONICS TECHNOLOGY CORPORATION",NA,"002013522","CURTISS-WRIGHT CORPORATION","15 TERRY DR","NEWTOWN","PA","Pennsylvania","189401830","08","For-Profit Organization,Manufacturer of Goods","NEWTOWN","PA","Pennsylvania","189401830","08","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-29 14:49:02
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","f2e89b75312c1ecb90729fd00edcd5d8",2017,12,"4201464966",418147,2017-02-24,2017,"062090931","TRI MODELS, INC.",NA,NA,NA,"5191 OCEANUS DR","HUNTINGTON BEACH","CA","California","926491026","46","For-Profit Organization,Manufacturer of Goods","HUNTINGTON BEACH","CA","California","926491026","46","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-23 19:06:21
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F1TBPV","AFRL RWP","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","813c30bc44e1bea1e5e1ea73cf917ade",2018,6,"4201753224",409848,2018-06-14,2018,"612074369","TELETRONICS TECHNOLOGY CORPORATION",NA,"002013522","CURTISS-WRIGHT CORPORATION","15 TERRY DR","NEWTOWN","PA","Pennsylvania","189401830","08","For-Profit Organization,Manufacturer of Goods","NEWTOWN","PA","Pennsylvania","189401830","08","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-09 19:26:13
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F4FRQH","AFRL RQH         HIGH SPEED SYS DIV","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS; AMS:AAWS","39c95e9cbd4021984f1fc6bed0c7ca0d",2017,2,"4201462701",405000,2017-02-22,2017,"961642423","DESIGNLINX HARDWARE SOLUTIONS, LLC",NA,NA,NA,"47 TECHNOLOGY WAY STE 4E8","NASHUA","NH","New Hampshire","030603245","02","Contracts and Grants,For-Profit Organization,Limited Liability Company,Veteran Owned Business","NASHUA","NH","New Hampshire","030603245","02","Time & Material",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-30 15:36:30
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION",NA,"15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","9cc566b9e1dd74484ffd626aba55c80e",2020,10,"4201462701",403204,2017-02-23,2017,"039418750","DESIGNLINX HARDWARE SOLUTIONS, INC.",NA,NA,NA,"47 TECHNOLOGY WAY","NASHUA","NH","New Hampshire","030603245","02","For-Profit Organization,S Corporation","NASHUA","NH","New Hampshire","030603245","02","Tech/Eng Services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-17 10:56:12
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION","For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","3969f7c16051e43a4663fc4a20da4d12",2021,10,"4201462701",403204,2017-02-23,2017,"039418750","DESIGNLINX HARDWARE SOLUTIONS, INC.",NA,NA,NA,"47 TECHNOLOGY WAY","NASHUA","NH","New Hampshire","030603245","02","For-Profit Organization,S Corporation","NASHUA","NH","New Hampshire","030603245","02","Tech/Eng Services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-16 13:35:00
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION","For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","3969f7c16051e43a4663fc4a20da4d12",2021,10,"4201569198",401171,2017-09-11,2017,"196559991","PARKER-HANNIFIN CORPORATION","GAS TURBINE FUEL SYSTEMS DIVISION","004175550","PARKER-HANNIFIN CORPORATION","14 ROBBINS POND RD","DEVENS","MA","Massachusetts","014345641","03","For-Profit Organization,Manufacturer of Goods","DEVENS","MA","Massachusetts","014345641","03","NRE - Data Items, NRE - Engineering, NRE - Qualification, Pumps, Tech/Eng Services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-16 13:35:00
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION","For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","3969f7c16051e43a4663fc4a20da4d12",2021,10,"4201615035",398019,2017-11-03,2018,"004953852","PCC STRUCTURALS, INC.","PCC SCHLOSSER","001024314","BERKSHIRE HATHAWAY INC.","345 NE HEMLOCK AVE","REDMOND","OR","Oregon","977561430","02","Contracts,For-Profit Organization,Manufacturer of Goods","REDMOND","OR","Oregon","977561430","02","NRE - Engineering, Titanium Invest Cast.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-16 13:35:00
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION",NA,"15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","9cc566b9e1dd74484ffd626aba55c80e",2020,10,"4201615035",398019,2017-11-03,2018,"004953852","PCC STRUCTURALS, INC.","PCC SCHLOSSER","001024314","BERKSHIRE HATHAWAY INC.","345 NE HEMLOCK AVE","REDMOND","OR","Oregon","977561430","02","Contracts,For-Profit Organization,Manufacturer of Goods","REDMOND","OR","Oregon","977561430","02","NRE - Engineering, Titanium Invest Cast.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-17 10:56:12
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","86b933b8e050b32580d08734acd6e4d8",2019,4,"4201653435",377000,2018-01-15,2018,"002742497","UNI-CAST, INC.",NA,NA,NA,"11 INDUSTRIAL DR","LONDONDERRY","NH","New Hampshire","030532011","01","For-Profit Organization,Manufacturer of Goods","LONDONDERRY","NH","New Hampshire","030532011","01","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-08 15:37:59
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F4FRQH","AFRL RQH         HIGH SPEED SYS DIV","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS; AMS:AAWS","39c95e9cbd4021984f1fc6bed0c7ca0d",2017,2,"4201464377",356444,2017-02-24,2017,"803209782","ORBITAL SCIENCES CORPORATION","LAUNCH VEHICLES DIVISION","618705925","ORBITAL ATK, INC.","3380 S PRICE RD","CHANDLER","AZ","Arizona","852483534","06","For-Profit Organization","CHANDLER","AZ","Arizona","852483534","06","Cost Plus Fixed Fee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-30 15:36:30
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F1TBPV","AFRL RWP","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","0aa44d99040d2bd25dfbb456d82a4dd5",2018,4,"4201653435",356100,2018-01-15,2018,"002742497","UNI-CAST, INC.",NA,NA,NA,"11 INDUSTRIAL DR","LONDONDERRY","NH","New Hampshire","030532011","01","For-Profit Organization,Manufacturer of Goods","LONDONDERRY","NH","New Hampshire","030532011","01","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-29 19:33:11
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION",NA,"15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","9cc566b9e1dd74484ffd626aba55c80e",2020,10,"4202166667",352687,2020-03-26,2020,"080242612","PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC",NA,"080198742","Fortive Corporation","7073 W WILLIS RD STE 5002","CHANDLER","AZ","Arizona","852265166","07","For-Profit Organization,Limited Liability Company,Manufacturer of Goods","CHANDLER","AZ","Arizona","852265111","07","NRE - Other.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-17 10:56:12
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION","For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","3969f7c16051e43a4663fc4a20da4d12",2021,10,"4202166667",352687,2020-03-26,2020,"080242612","PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC",NA,"080198742","Fortive Corporation","7073 W WILLIS RD STE 5002","CHANDLER","AZ","Arizona","852265166","01","For-Profit Organization,Limited Liability Company,Manufacturer of Goods","CHANDLER","AZ","Arizona","852265111","07","NRE - Other.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-16 13:35:00
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F1TBAX","AFRL RW","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","3113bab7e9e914995348650434b4ae6a",2019,3,"4201778973",350664,2018-06-25,2018,"364015917","HERLEY INDUSTRIES, INC.","ULTRA ELECTRONICS HERLEY","349084822","ULTRA ELECTRONICS HOLDINGS PLC","3061 INDUSTRY DR","LANCASTER","PA","Pennsylvania","176034025","16","For-Profit Organization,Foreign Owned and Located,Manufacturer of Goods","LANCASTER","PA","Pennsylvania","176034025","16","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-02 20:24:02
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION","For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","3969f7c16051e43a4663fc4a20da4d12",2021,10,"4201500512",338484,2017-05-02,2017,"826534286","MICRO CRAFT, INC.",NA,NA,NA,"207 BIG SPRINGS AVE","TULLAHOMA","TN","Tennessee","373883390","06","For-Profit Organization,S Corporation","TULLAHOMA","TN","Tennessee","373883390","06","Tech/Eng Services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-16 13:35:00
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION",NA,"15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","9cc566b9e1dd74484ffd626aba55c80e",2020,10,"4201500512",338484,2017-05-02,2017,"826534286","MICRO CRAFT, INC.",NA,NA,NA,"207 BIG SPRINGS AVE","TULLAHOMA","TN","Tennessee","373883390","04","For-Profit Organization,S Corporation","TULLAHOMA","TN","Tennessee","373883390","04","Tech/Eng Services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-17 10:56:12
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","f2e89b75312c1ecb90729fd00edcd5d8",2017,12,"4201463579",323145,2017-02-23,2017,"039119057","ENSIGN-BICKFORD AEROSPACE & DEFENSE COMPANY","EBA&D","058509654","Ensign-Bickford Industries, Inc.","640 HOPMEADOW ST","SIMSBURY","CT","Connecticut","060702420","05","Contracts and Grants,For-Profit Organization,Manufacturer of Goods","SIMSBURY","CT","Connecticut","060702420","05","Firm Fixed Price","Brendan M Walsh",477826,"Steven L Perkins",428276,"Daniel  Link",326637,"Gen O Defelice",301321,"Doug  Peterczak",255159,2018-01-23 19:06:21
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","3f50a58eb2c670f527a3d35288424bac",2017,11,"4201615035",321964,2017-11-02,2018,"004953852","PCC STRUCTURALS, INC.","PCC SCHLOSSER","001024314","BERKSHIRE HATHAWAY INC.","345 NE HEMLOCK AVE","REDMOND","OR","Oregon","977561430","02","Contracts,For-Profit Organization,Manufacturer of Goods","REDMOND","OR","Oregon","977561430","02","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-21 17:06:06
NA,NA,"9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","S0305A","DCMA RAYTHEON TUCSON","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857569367,"03","AMS: ADV PROGRAMS","3f42e973b4518e391d9b610029bbbd7b",2019,5,"4201968776",314154,2019-05-01,2019,"832416932","DYNETICS TECHNICAL SOLUTIONS, INC.",NA,"075458455","DYNETICS, INC.","1051 ENTERPRISE WAY","HUNTSVILLE","AL","Alabama","358062730","05","For-Profit Organization,Manufacturer of Goods,S Corporation","HUNTSVILLE","AL","Alabama","358062730","05","Time & Material",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-06 16:36:56
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION",NA,"15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","9cc566b9e1dd74484ffd626aba55c80e",2020,10,"4201734176",297852,2018-05-16,2018,"958814345","ARCH GLOBAL PRECISION - HUNTINGDON VALLEY, LLC","JADE","050381243","The Jordan Company L P","3063 PHILMONT AVE","HUNTINGDON VALLEY","PA","Pennsylvania","190064243","13","For-Profit Organization,Limited Liability Company,Manufacturer of Goods","HUNTINGDON VALLEY","PA","Pennsylvania","190064243","13","FinsWings&Boattails.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-17 10:56:12
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","RAYTHEON COMPANY","001344142","RAYTHEON TECHNOLOGIES CORPORATION","For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",857569367,"03","HYPERSONIC AIR BREAT","3969f7c16051e43a4663fc4a20da4d12",2021,10,"4201734176",297852,2018-05-16,2018,"958814345","ARCH GLOBAL PRECISION - HUNTINGDON VALLEY, LLC","JADE","050381243","The Jordan Company L P","3063 PHILMONT AVE","HUNTINGDON VALLEY","PA","Pennsylvania","190064243","04","For-Profit Organization,Limited Liability Company,Manufacturer of Goods","HUNTINGDON VALLEY","PA","Pennsylvania","190064299","13","FinsWings&Boattails.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-16 13:35:00
NA,NA,"97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","HR0011","DEF ADVANCED RESEARCH PROJECTS AGCY","5700","DEPT OF THE AIR FORCE","F4FRQH","AFRL RQH         HIGH SPEED SYS DIV","RAYTHEON COMPANY","001339159","RAYTHEON COMPANY",NA,"Tucson",857566100,"02","AMS: ADV PROGRAMS","52c71e38b04ffded1ad9bbd19d37aa0e",2018,1,"4201653435",292100,2018-01-15,2018,"002742497","UNI-CAST, INC.",NA,NA,NA,"11 INDUSTRIAL DR","LONDONDERRY","NH","New Hampshire","030532011","01","For-Profit Organization,Manufacturer of Goods","LONDONDERRY","NH","New Hampshire","030532011","01","Firm Fixed Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-15 14:22:36
